ID	Glosa	casos
J680 	BRONQUITIS Y NEUMONITIS DEBIDAS A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUIMICAS BRONQUITIS Y NEUMONITIS DEBIDAS A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUÍMICAS	190
J681 	EDEMA PULMONAR AGUDO DEBIDO A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUIMICAS EDEMA PULMÓNAR AGUDO DEBIDO A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUÍMICAS	32
J682 	INFLAMAC.RESPIRAT.SUP. DEB.A INHALAC. GASES, HUMOS, VAPORES Y SUST. QUIMICAS, NCOP INFLAMAC.RESPIRAT.SUP. DEB.A INHALAC. GASES, HUMOS, VAPORES Y SUST. QUÍMICAS, NCOP	7
J683 	OTRAS AFECC.RESPIRAT.AG. Y SUBAG. DEB. A INHALAC.DE GASES, HUMOS, VAPORES Y SUST. QUIMICAS OTRAS AFECC.RESPIRAT.AG. Y SUBAG. DEB. A INHALAC.DE GASES, HUMOS, VAPORES Y SUST. QUÍMICAS	16
J684 	AFECCIONES RESPIRAT.CRONICAS DEB.A INHALAC. DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUIMICAS AFECCIONES RESPIRAT.CRÓNICAS DEB.A INHALAC. DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUÍMICAS	34
J688 	OTRAS AFECC.RESPIRAT.DEB. A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUIMICAS OTRAS AFECC.RESPIRAT.DEB. A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUÍMICAS	23
J689 	AFECC.RESPIRAT.NO ESPECIFIC., DEB. A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUIMICAS AFECC.RESPIRAT.NO ESPECIFIC., DEB. A INHALACION DE GASES, HUMOS, VAPORES Y SUSTANCIAS QUÍMICAS	50
J82X 	EOSINOFILIA PULMONAR, NO CLASIFICADA EN OTRA PARTE EOSINOFILIA PULMÓNAR, NO CLASIFICADA EN OTRA PARTE	170
J930 	NEUMOTORAX ESPONTANEO A PRESION	614
J931 	OTROS TIPOS DE NEUMOTORAX ESPONTANEO	4482
J938 	OTROS NEUMOTORAX	476
J939 	NEUMOTORAX, NO ESPECIFICADO	4561
T400 	ENVENENAMIENTO POR OPIO	18
T402 	ENVENENAMIENTO POR OTROS OPIACEOS	103
T403 	ENVENENAMIENTO POR METADONA	13
T404 	ENVENENAMIENTO POR OTROS NARCOTICOS SINTETICOS ENVENENAMIENTO POR OTROS NARCÓTICOS SINTETICOS	73
T405 	ENVENENAMIENTO POR COCAINA	485
T406 	ENVENENAMIENTO POR OTROS NARCOTICOS Y POR LOS NO ESPECIFICADOS ENVENENAMIENTO POR OTROS NARCÓTICOS Y POR LOS NO ESPECIFICADOS	28
T407 	ENVENENAMIENTO POR CANNABIS (DERIVADOS)	75
T408 	ENVENENAMIENTO POR ACIDO LISERGICO (LSD)	10
T409 	ENVENENAMIENTO POR OTROS PSICODISLEPTICOS Y POR LOS NO ESPECIFICADOS (ALUCINOGENOS)	41
